Metric group,Metric,Direction,Reference score,latxa_8b_instruct | P0 translation score,latxa_8b_instruct | P1 translation score,latxa_8b_instruct | P2 translation score,latxa_8b_instruct | P3 translation score,latxa_8b_instruct | P4 SFT translation score,latxa_8b_instruct | P5 GRPO A0 translation score,latxa_8b_instruct | P5 GRPO A1 translation score,latxa_8b_instruct | P5 GRPO A2 translation score,latxa_8b_instruct | P5 GRPO A3 translation score,latxa_8b_instruct | P5 GRPO A4 translation score,latxa_8b_instruct | P5 GRPO A3v2 translation score,latxa_8b_instruct | P5 GRPO A3v3 translation score,latxa_8b_instruct | P5 GRPO A3v4 translation score,latxa_8b_instruct | P5 GRPO A3v5 translation score,latxa_8b_instruct | P5 GRPO A5 translation score,salamandrata_7b_instruct | P0 translation score,salamandrata_7b_instruct | P4 SFT translation score,salamandrata_7b_instruct | P5 GRPO A0 translation score,salamandrata_7b_instruct | P5 GRPO A1 translation score,salamandrata_7b_instruct | P5 GRPO A2 translation score,salamandrata_7b_instruct | P5 GRPO A3 translation score,salamandrata_7b_instruct | P5 GRPO A4 translation score,salamandrata_7b_instruct | P5 GRPO A3v2 translation score,salamandrata_7b_instruct | P5 GRPO A3v3 translation score,salamandrata_7b_instruct | P5 GRPO A3v4 translation score,salamandrata_7b_instruct | P5 GRPO A3v5 translation score,salamandrata_7b_instruct | P5 GRPO A5 translation score
Adequacy,bleu,higher is better,,16.402548372975446,16.547798972023855,16.561387125612786,14.730306935714808,15.735653195100834,15.548196411209844,17.726407003928006,16.72929581974333,14.167481665673918,15.104500334116997,16.934044324298743,11.760530301329121,11.080280631522525,11.930202056629351,16.269307508612744,22.29233209024152,19.98260166307603,20.678878598474345,21.102578117061483,20.078711667627097,17.154740062436566,18.0116176346928,20.43349280934501,18.990204820072336,17.720685517085617,16.122053507473318,19.77330855017948
Adequacy,chrf pp,higher is better,,50.274902064801374,50.369049602509094,50.41506111654199,49.01928014324704,47.8893621419403,52.65603674391591,53.0652582861444,52.11600831049103,50.36805307952154,51.01475695622232,52.08356112503873,47.89221535816122,47.091490649482395,49.30911795506998,49.94419691132224,54.96466044524605,52.49030937804348,55.44425846401724,55.46802991337552,54.47152680466276,52.97308992946329,53.041417567280924,54.71492971345081,53.589053772904315,52.61073084916509,52.06118950869813,53.49046345100818
Adequacy,comet,higher is better,,0.8613323191762442,0.8612808578688166,0.8616603901499345,0.8571405277657415,0.8580923989827454,0.8842698416337665,0.8842990226425201,0.8835702716950843,0.8679382388181838,0.8700229087954925,0.8828857737214197,0.8469236113808372,0.8577990774580613,0.8603676130531334,0.8811474159183238,0.882851231681264,0.8732063745557084,0.8873186275186274,0.8883512827600886,0.8847848371024659,0.8739813341807,0.8768268218889773,0.885214795796532,0.8801896296471003,0.8740290917544496,0.8768453150987625,0.8835214857645186
Adequacy,comet qe,higher is better,0.7716896678265847,0.7443910081900302,0.7494241802441508,0.7488794929951635,0.7326235860998451,0.7389449901554895,0.7995274088717261,0.7957032390616157,0.7952304336687793,0.7834808879749106,0.7760544142468645,0.7946715232117374,0.7634439352354985,0.760293515509532,0.7703530374369603,0.7799349230798808,0.781016953076004,0.7664911702455651,0.7931730313734575,0.7936688245756353,0.7877992534965806,0.7826670769881825,0.781102951277386,0.7879635464278576,0.7787075805967386,0.7736472180350168,0.7738650511552694,0.7828823898149573
Adequacy,cometkiwi,higher is better,0.7716896678265847,0.7443910081900302,0.7494241802441508,0.7488794929951635,0.7326235860998451,0.7389449901554895,0.7995274088717261,0.7957032390616157,0.7952304336687793,0.7834808879749106,0.7760544142468645,0.7946715232117374,0.7634439352354985,0.760293515509532,0.7703530374369603,0.7799349230798808,0.781016953076004,0.7664911702455651,0.7931730313734575,0.7936688245756353,0.7877992534965806,0.7826670769881825,0.781102951277386,0.7879635464278576,0.7787075805967386,0.7736472180350168,0.7738650511552694,0.7828823898149573
Adequacy,metricx,lower is better,,3.8719510272027478,3.6972148908751286,3.7947480672374074,4.037171888374999,3.653705838287301,2.681938756860999,2.7521889000954363,2.760978785398685,3.3710092574122394,3.2653654038081528,2.828655564472845,3.7318565330133135,3.3450827984941807,3.495420008956679,2.9128826652826527,2.8323241406867625,3.1571905182107636,2.6967312979839537,2.7021533314418416,2.7477045188779416,3.0533751494328496,2.9447024152154038,2.747567288312516,2.8963772578849625,3.0935051928572506,3.0392734184566694,2.8248845950181307
Adequacy,ter,lower is better,,74.22820309849598,74.76535112518377,74.59007124279091,77.0157186475178,74.29039918579667,82.56247879678841,75.23464887481623,76.72170078027818,80.64570846997626,79.74669229899355,76.2467488408911,85.80798371593352,84.32093181047155,80.70790455727695,76.3824493950017,67.7315390704512,72.62806739794188,70.85830600474952,69.43345018658826,71.41241660070112,76.21847789211806,73.96811036978401,70.61517584530137,72.2322741151193,75.32511591088998,76.78955105733348,71.23148252855366
Adequacy,xcomet,higher is better,,0.8418669886003606,0.8449711028059481,0.8443769840854901,0.8199265666688855,0.859939981472822,0.9020402802839109,0.9016010739763264,0.9070677529033936,0.8463676424012354,0.8615413090957719,0.9029903314094769,0.7525129956690219,0.8497802647559539,0.8204251232413435,0.8942133927710443,0.9023373627762785,0.8844857394783628,0.9071082701913924,0.9060358082647381,0.900977286337157,0.8642998789639577,0.8914437294742571,0.901984819281007,0.8901877631341281,0.8825668131292101,0.887260905470655,0.8978735426433473
Astred,aligned source ratio,,,0.8897657037709096,0.8889029032477479,0.8884464378709164,0.8735139275567572,0.8888910846217104,0.8101367027371412,0.8494503110609872,0.8436360397558043,0.8285938705181563,0.8465978800552569,0.849697480550134,0.7681286999095535,0.8266225426551818,0.76674742428771,0.8709194525268503,0.8989450740678765,0.886194026618903,0.8671349283917233,0.8757673747200078,0.8707933067994671,0.8453266842354296,0.8662515852573449,0.872130327241962,0.8841560535693883,0.8710709760138398,0.8594536671978079,0.8822432603396034
Astred,aligned target ratio,,,0.8604959527505478,0.8644437441008364,0.8609708072511244,0.8606683842123515,0.845257855423848,0.905964794695388,0.8996639455439863,0.8964633103113977,0.8883545959669751,0.8932168106188961,0.8941465063989608,0.8765145643135523,0.8847472365637042,0.8765036118405101,0.8730536972577502,0.8832708386310975,0.8717267766277665,0.9024938624228964,0.8990546015392306,0.8936307356512735,0.894371207161939,0.893811567096722,0.894762599620718,0.8815382737117208,0.887082081295613,0.8775539444154977,0.882765722893583
Astred,aligned word pairs,,,16.91848500050572,16.998614101504486,16.94309316982667,17.123456283817887,16.768870651770754,18.21991906830198,17.760064097329035,17.728168404680826,17.82628693466478,17.79200165074512,17.797760066053257,18.155839527498955,18.255256514325925,18.03959075913568,17.392982812354187,16.9549520323851,16.997256800269977,17.612924668554566,17.53601489354753,17.369254783788612,17.60605699605228,17.695700536336673,17.45818003294835,17.534471339398436,17.587365150177394,17.39136674938012,17.21603929240009
Astred,rows eligible,,,945.0,943.0,931.0,917.0,909.0,931.0,934.0,927.0,919.0,928.0,926.0,828.0,839.0,824.0,928.0,937.0,920.0,942.0,934.0,933.0,925.0,917.0,934.0,892.0,899.0,925.0,925.0
Astred,rows excluded sentence count mismatch,,,67.0,69.0,81.0,95.0,103.0,81.0,78.0,85.0,93.0,84.0,86.0,184.0,173.0,188.0,84.0,75.0,92.0,70.0,78.0,79.0,87.0,95.0,78.0,120.0,113.0,87.0,87.0
Astred,rows failed,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astred,rows scored,,,945.0,943.0,931.0,917.0,909.0,931.0,934.0,927.0,919.0,928.0,926.0,828.0,839.0,824.0,928.0,937.0,920.0,942.0,934.0,933.0,925.0,917.0,934.0,892.0,899.0,925.0,925.0
Astred,rows scored multisentence,,,134.0,131.0,125.0,110.0,97.0,124.0,125.0,120.0,105.0,119.0,115.0,12.0,28.0,20.0,116.0,143.0,112.0,131.0,123.0,127.0,117.0,104.0,125.0,79.0,85.0,112.0,123.0
Astred,rows total,,,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0
Astred,sacr cross,lower means closer to reference structure,,7.6282567775587715,7.790112147090368,7.6720201484380155,8.775473461187325,7.374587594864455,7.39886246086971,6.827662400285053,6.972907530689997,7.782675548770089,6.905768719968542,7.124739401164675,9.76667063863538,9.331354290129607,8.003725849444008,7.521712976398956,5.914386566061454,6.361065101518047,5.9799702056445465,5.833131989876966,6.088331581456106,6.981792950927434,6.710490316373968,6.159318816454856,6.607324982705833,6.4768088474624825,6.810256081762218,6.51101803248755
Astred,sentence pairs scored,,,1089.0,1082.0,1062.0,1036.0,1013.0,1063.0,1071.0,1062.0,1038.0,1058.0,1050.0,840.0,868.0,846.0,1056.0,1096.0,1042.0,1083.0,1066.0,1071.0,1044.0,1028.0,1070.0,974.0,987.0,1046.0,1060.0
